59, 80, 12
59, 79, 12
59, 80, 15
59, 80, 14
58, 80, 14
59, 79, 14
58, 79, 14
59, 79, 15
59, 80, 13
58, 80, 13
59, 79, 13
58, 79, 13
60, 80, 12
58, 80, 12
59, 81, 12
58, 79, 12
60, 79, 12
59, 78, 12
60, 81, 11
59, 81, 11
61, 80, 11
60, 80, 11
59, 80, 11
58, 80, 11
61, 79, 11
60, 79, 11
59, 79, 11
58, 79, 11
60, 78, 11
59, 78, 11
58, 80, 15
60, 79, 15
60, 80, 15
59, 81, 15
59, 80, 16
34, 29, 16
60, 80, 14
59, 81, 14
57, 80, 14
58, 81, 14
60, 79, 14
59, 78, 14
58, 78, 14
59, 78, 15
57, 79, 14
58, 79, 15
59, 79, 16
60, 80, 13
59, 81, 13
57, 80, 13
58, 81, 13
60, 79, 13
59, 78, 13
57, 79, 13
58, 78, 13
62, 80, 11
61, 81, 11
61, 80, 12
60, 82, 11
60, 81, 12
57, 80, 12
58, 81, 12
59, 82, 12
57, 79, 12
58, 78, 12
61, 79, 12
60, 78, 12
59, 77, 12
58, 80, 16
39, 12, 15
39, 12, 13
57, 80, 11
58, 81, 11
59, 82, 11
57, 79, 11
58, 78, 11
59, 77, 11
62, 79, 11
61, 78, 11
60, 77, 11
60, 79, 16
59, 80, 17
60, 107, 10
60, 83, 10
61, 82, 10
60, 82, 10
59, 82, 10
62, 81, 10
61, 81, 10
60, 81, 10
59, 81, 10
58, 81, 10
66, 80, 10
65, 80, 10
64, 80, 10
63, 80, 10
62, 80, 10
61, 80, 10
60, 80, 10
59, 80, 10
58, 80, 10
57, 80, 10
62, 79, 10
61, 79, 10
60, 79, 10
59, 79, 10
58, 79, 10
57, 79, 10
61, 78, 10
60, 78, 10
59, 78, 10
58, 78, 10
60, 77, 10
59, 77, 10
39, 11, 16
38, 11, 16
36, 10, 16
33, 9, 16
30, 8, 16
29, 8, 16
35, 29, 16
35, 30, 16
57, 80, 15
58, 81, 15
61, 79, 15
60, 78, 15
61, 80, 15
60, 81, 15
60, 80, 16
59, 82, 15
59, 81, 16
35, 30, 15
35, 29, 15
34, 29, 15
40, 12, 15
39, 11, 15
38, 11, 15
37, 10, 15
36, 10, 15
35, 10, 15
33, 9, 15
32, 9, 15
30, 8, 15
29, 8, 15
34, 28, 16
35, 28, 16
35, 29, 17
33, 29, 16
34, 30, 16
34, 29, 17
35, 31, 16
35, 30, 17
61, 80, 14
60, 81, 14
59, 82, 14
56, 80, 14
57, 81, 14
58, 82, 14
59, 77, 15
61, 79, 14
60, 78, 14
59, 77, 14
58, 77, 14
35, 10, 16
35, 29, 18
35, 30, 14
35, 29, 14
34, 29, 14
37, 11, 15
38, 12, 15
39, 12, 14
57, 78, 14
58, 78, 15
59, 78, 16
40, 12, 14
39, 11, 14
38, 11, 14
36, 10, 14
35, 10, 14
33, 9, 14
32, 9, 14
30, 8, 14
29, 8, 14
56, 79, 14
57, 79, 15
58, 79, 16
59, 79, 17
61, 80, 13
60, 81, 13
59, 82, 13
56, 80, 13
57, 81, 13
58, 82, 13
61, 79, 13
60, 78, 13
59, 77, 13
56, 79, 13
57, 78, 13
58, 77, 13
37, 10, 16
36, 10, 17
32, 9, 16
37, 11, 16
40, 12, 16
35, 30, 13
35, 29, 13
34, 29, 18
35, 30, 18
35, 29, 19
34, 29, 13
35, 28, 13
38, 12, 13
39, 13, 13
39, 11, 13
38, 11, 13
37, 10, 14
37, 11, 13
36, 10, 13
35, 10, 13
33, 9, 13
32, 9, 13
30, 8, 13
29, 8, 13
59, 108, 12
61, 107, 10
60, 107, 11
58, 108, 12
59, 107, 12
59, 66, 13
65, 81, 10
65, 80, 11
64, 81, 10
64, 80, 11
63, 81, 10
63, 80, 11
62, 82, 10
62, 81, 11
62, 80, 12
61, 83, 10
61, 82, 11
61, 81, 12
60, 83, 11
60, 82, 12
56, 80, 12
57, 81, 12
58, 82, 12
59, 83, 12
46, 78, 12
60, 78, 16
56, 79, 12
57, 78, 12
58, 77, 12
45, 78, 12
62, 79, 12
61, 78, 12
60, 77, 12
59, 76, 12
57, 80, 16
59, 66, 12
58, 66, 12
58, 81, 16
58, 80, 17
35, 30, 12
35, 29, 12
34, 29, 12
35, 28, 12
30, 8, 17
38, 12, 12
33, 9, 17
39, 13, 12
38, 12, 16
38, 11, 17
39, 13, 15
39, 12, 16
39, 11, 17
40, 12, 13
39, 12, 12
39, 11, 12
38, 11, 12
37, 11, 12
36, 10, 12
35, 10, 12
33, 9, 12
32, 9, 12
30, 8, 12
29, 8, 12
60, 108, 11
59, 108, 11
58, 108, 11
59, 107, 11
35, 29, 20
67, 80, 10
66, 81, 10
66, 80, 11
56, 80, 11
57, 81, 11
58, 82, 11
59, 83, 11
46, 78, 11
56, 79, 11
57, 78, 11
58, 77, 11
59, 76, 11
47, 78, 11
45, 78, 11
46, 77, 11
69, 79, 11
68, 79, 11
67, 79, 11
66, 79, 11
65, 79, 11
64, 79, 11
63, 79, 11
62, 78, 11
61, 77, 11
60, 76, 11
61, 79, 16
60, 79, 17
60, 80, 17
59, 81, 17
59, 80, 18
35, 30, 11
35, 29, 11
34, 29, 11
35, 28, 11
38, 12, 11
39, 13, 11
39, 12, 11
29, 8, 17
39, 11, 11
38, 11, 11
37, 11, 11
36, 10, 11
35, 10, 11
33, 9, 11
32, 9, 11
30, 8, 11
29, 8, 11
64, 109, 10
63, 109, 10
61, 108, 10
60, 108, 10
59, 108, 10
58, 108, 10
59, 107, 10
60, 106, 10
68, 80, 10
56, 80, 10
57, 81, 10
58, 82, 10
59, 83, 10
60, 84, 10
46, 78, 10
56, 79, 10
57, 78, 10
58, 77, 10
59, 76, 10
47, 78, 10
45, 78, 10
46, 77, 10
69, 79, 10
68, 79, 10
67, 79, 10
66, 79, 10
65, 79, 10
64, 79, 10
63, 79, 10
62, 78, 10
61, 77, 10
60, 76, 10
59, 66, 11
58, 66, 11
35, 30, 10
35, 29, 10
34, 29, 10
35, 28, 10
38, 12, 10
39, 13, 10
39, 12, 10
39, 11, 10
38, 11, 10
37, 11, 10
36, 10, 10
35, 10, 10
33, 9, 10
32, 9, 10
30, 8, 10
29, 8, 10
35, 29, 21
35, 28, 26
35, 28, 27
35, 28, 28
35, 28, 29
35, 28, 30
36, 28, 30
35, 28, 31
36, 28, 31
35, 29, 31
35, 28, 32
36, 29, 31
36, 28, 32
35, 28, 33
64, 109, 9
63, 109, 9
65, 108, 9
64, 108, 9
63, 108, 9
62, 108, 9
61, 108, 9
60, 108, 9
59, 108, 9
58, 108, 9
62, 107, 9
61, 107, 9
60, 107, 9
59, 107, 9
61, 106, 9
60, 106, 9
61, 104, 9
61, 103, 9
61, 102, 9
61, 100, 9
61, 99, 9
61, 97, 9
61, 96, 9
61, 94, 9
61, 93, 9
61, 91, 9
61, 90, 9
61, 88, 9
61, 87, 9
61, 84, 9
60, 84, 9
62, 83, 9
61, 83, 9
60, 83, 9
59, 83, 9
66, 82, 9
65, 82, 9
64, 82, 9
63, 82, 9
62, 82, 9
61, 82, 9
60, 82, 9
59, 82, 9
58, 82, 9
67, 81, 9
66, 81, 9
65, 81, 9
64, 81, 9
63, 81, 9
62, 81, 9
61, 81, 9
60, 81, 9
59, 81, 9
58, 81, 9
57, 81, 9
20, 81, 9
68, 80, 9
67, 80, 9
66, 80, 9
65, 80, 9
64, 80, 9
63, 80, 9
62, 80, 9
61, 80, 9
60, 80, 9
59, 80, 9
58, 80, 9
57, 80, 9
56, 80, 9
69, 79, 9
68, 79, 9
67, 79, 9
66, 79, 9
65, 79, 9
64, 79, 9
63, 79, 9
62, 79, 9
61, 79, 9
60, 79, 9
59, 79, 9
58, 79, 9
57, 79, 9
56, 79, 9
34, 79, 9
62, 78, 9
61, 78, 9
60, 78, 9
59, 78, 9
58, 78, 9
57, 78, 9
47, 78, 9
46, 78, 9
45, 78, 9
61, 77, 9
60, 77, 9
59, 77, 9
58, 77, 9
46, 77, 9
60, 76, 9
59, 76, 9
35, 30, 9
35, 29, 9
34, 29, 9
35, 28, 9
39, 13, 9
40, 12, 9
39, 12, 9
38, 12, 9
39, 11, 9
38, 11, 9
37, 11, 9
36, 10, 9
35, 10, 9
33, 9, 9
32, 9, 9
30, 8, 9
29, 8, 9
41, 11, 16
40, 11, 16
28, 8, 16
29, 9, 16
30, 9, 16
31, 9, 16
33, 10, 16
34, 10, 16
28, 7, 16
39, 10, 16
38, 10, 16
36, 11, 16
41, 12, 16
36, 9, 16
35, 9, 16
34, 9, 16
33, 8, 16
32, 8, 16
31, 8, 16
33, 28, 16
30, 7, 16
29, 7, 16
36, 28, 16
36, 29, 16
62, 108, 10
36, 30, 16
56, 80, 15
57, 81, 15
58, 82, 15
34, 49, 16
62, 79, 15
61, 78, 15
60, 77, 15
59, 76, 15
33, 49, 15
34, 50, 15
34, 49, 15
34, 48, 15
27, 50, 15
33, 48, 15
34, 47, 15
18, 48, 15
17, 47, 15
62, 80, 15
61, 81, 15
61, 80, 16
60, 82, 15
60, 81, 16
59, 83, 15
59, 82, 16
33, 29, 15
34, 30, 15
35, 31, 15
36, 30, 15
36, 29, 15
36, 28, 15
17, 30, 15
35, 28, 15
34, 28, 15
33, 28, 15
36, 27, 15
40, 13, 15
36, 11, 15
34, 10, 15
35, 11, 15
33, 10, 15
61, 108, 11
60, 108, 12
59, 108, 13
31, 9, 15
32, 10, 15
30, 9, 15
29, 9, 15
41, 12, 15
28, 8, 15
41, 11, 15
40, 11, 15
28, 7, 15
39, 10, 15
38, 10, 15
37, 9, 15
36, 9, 15
35, 9, 15
34, 9, 15
33, 8, 15
32, 8, 15
31, 8, 15
30, 7, 15
29, 7, 15
31, 8, 17
30, 7, 17
34, 9, 17
33, 8, 17
41, 12, 17
34, 27, 16
34, 28, 17
35, 27, 16
35, 28, 17
36, 27, 16
32, 28, 16
33, 28, 17
36, 28, 17
36, 29, 17
36, 31, 16
36, 30, 17
32, 29, 16
33, 30, 16
33, 29, 17
34, 31, 16
34, 30, 17
35, 32, 16
35, 31, 17
62, 80, 14
61, 81, 14
60, 82, 14
59, 83, 14
55, 80, 14
56, 81, 14
57, 82, 14
58, 83, 14
33, 49, 16
46, 77, 12
58, 77, 15
59, 77, 16
47, 78, 12
62, 79, 14
61, 78, 14
60, 77, 14
59, 76, 14
57, 77, 14
58, 76, 14
28, 7, 17
35, 11, 16
35, 10, 17
36, 11, 17
34, 28, 18
35, 28, 18
33, 28, 18
36, 28, 18
36, 29, 18
36, 30, 18
33, 49, 14
34, 50, 14
34, 49, 14
34, 48, 14
27, 50, 14
33, 48, 14
18, 48, 14
17, 47, 14
58, 66, 13
33, 29, 14
34, 30, 14
35, 31, 14
36, 30, 14
36, 29, 14
36, 28, 14
17, 30, 14
35, 28, 14
34, 28, 14
33, 28, 14
36, 27, 14
40, 13, 14
37, 12, 15
37, 11, 14
38, 13, 15
38, 12, 14
39, 13, 14
36, 11, 14
34, 10, 14
35, 11, 14
33, 10, 14
31, 9, 14
32, 10, 14
30, 9, 14
29, 9, 14
41, 12, 14
45, 78, 13
46, 78, 13
56, 78, 14
57, 78, 15
58, 78, 16
59, 78, 17
28, 8, 14
41, 11, 14
40, 11, 14
28, 7, 14
39, 10, 14
38, 10, 14
36, 9, 14
35, 9, 14
34, 9, 14
33, 8, 14
32, 8, 14
31, 8, 14
30, 7, 14
29, 7, 14
59, 109, 13
55, 79, 14
56, 79, 15
57, 79, 16
58, 79, 17
59, 79, 18
59, 107, 13
62, 80, 13
61, 81, 13
60, 82, 13
59, 83, 13
55, 80, 13
56, 81, 13
57, 82, 13
58, 83, 13
48, 79, 13
47, 79, 13
46, 79, 13
45, 79, 13
44, 79, 13
62, 79, 13
61, 78, 13
60, 77, 13
59, 76, 13
55, 79, 13
56, 78, 13
57, 77, 13
58, 76, 13
49, 79, 13
43, 79, 13
46, 76, 13
58, 107, 13
60, 66, 13
59, 67, 13
58, 108, 13
57, 66, 13
58, 67, 13
58, 109, 13
61, 65, 13
60, 65, 13
59, 65, 13
58, 65, 13
57, 65, 13
56, 65, 13
33, 49, 13
34, 50, 13
29, 7, 17
34, 49, 13
32, 8, 17
35, 9, 17
17, 48, 13
37, 9, 16
37, 10, 17
36, 9, 17
36, 10, 18
40, 11, 17
27, 50, 13
18, 48, 13
17, 47, 13
28, 8, 17
31, 9, 17
32, 10, 16
32, 9, 17
34, 10, 17
37, 12, 16
37, 11, 17
40, 13, 16
40, 12, 17
34, 28, 19
35, 28, 19
33, 29, 13
34, 30, 13
35, 31, 13
36, 30, 13
36, 29, 13
36, 28, 19
36, 28, 13
36, 29, 19
36, 27, 13
33, 29, 18
33, 28, 19
34, 30, 18
34, 29, 19
35, 31, 18
35, 30, 19
17, 30, 13
36, 30, 19
34, 28, 13
33, 28, 13
35, 27, 13
36, 26, 13
36, 11, 13
37, 12, 13
38, 13, 13
39, 14, 13
34, 10, 13
35, 11, 13
33, 10, 13
31, 9, 13
32, 10, 13
30, 9, 13
40, 13, 13
29, 9, 13
28, 8, 13
41, 11, 13
40, 11, 13
28, 7, 13
39, 10, 13
38, 10, 13
37, 9, 14
37, 10, 13
36, 9, 13
35, 9, 13
34, 9, 13
33, 8, 13
32, 8, 13
31, 8, 13
30, 7, 13
29, 7, 13
60, 109, 12
59, 109, 12
58, 109, 12
57, 109, 12
65, 107, 9
65, 108, 10
64, 107, 9
64, 108, 10
64, 109, 11
64, 110, 12
63, 107, 9
63, 108, 10
63, 109, 11
62, 106, 9
62, 107, 10
61, 105, 9
61, 106, 10
61, 107, 11
60, 106, 11
60, 107, 12
55, 110, 12
57, 108, 12
58, 107, 12
59, 106, 12
62, 104, 9
61, 104, 10
62, 103, 9
61, 103, 10
56, 65, 14
62, 102, 9
61, 101, 9
61, 102, 10
57, 65, 14
62, 100, 9
61, 100, 10
58, 65, 14
59, 65, 14
60, 65, 14
61, 65, 14
62, 99, 9
61, 98, 9
61, 99, 10
62, 97, 9
61, 97, 10
62, 96, 9
61, 95, 9
61, 96, 10
62, 94, 9
61, 94, 10
62, 93, 9
61, 92, 9
61, 93, 10
62, 91, 9
61, 91, 10
59, 66, 14
59, 67, 14
62, 90, 9
61, 89, 9
61, 90, 10
62, 88, 9
61, 88, 10
62, 87, 9
61, 86, 9
61, 87, 10
65, 83, 9
